Date,Open,High,Low,Close,Volume,Market Cap
2022-11-12,35.78079953334688,35.80928728050604,33.60265962149937,33.78209347454421,53448093.74,371637480.09
2022-11-11,36.86372028884203,37.479010192156736,34.84462060568866,35.77901555804721,64290554.61,393556712.52
2022-11-10,32.258436106429365,37.105605327764984,31.922010427437193,36.86806906979415,91806728.82,405486402.09
2022-11-09,38.31266279215247,38.428284078057985,31.392250304683575,32.25581380486274,106120029.06,354714385.55
2022-11-08,45.80012469135543,46.89905143430704,36.52108349836787,38.303255779173085,137364580.49,421166037.4
2022-11-07,43.69747502853855,47.232650544778856,43.482014793145424,45.80360570064601,118770791.5,503573525.09
2022-11-06,45.45852632878588,45.951719082110834,43.61599886961638,43.710428979846,72589241.67,480501380.79
2022-11-05,44.56013635724837,45.99337451585894,44.56013635724837,45.45980807678451,87983573.75,499669819.76
2022-11-04,41.81818477970517,45.0053670883348,41.75685880920915,44.561281765467555,90695209.82,489732783.73
2022-11-03,40.833033894664915,42.654513399156954,40.7970067184502,41.82343953431123,67193249.37,459586979.56
2022-11-02,41.14032212523621,41.85267131228394,40.09972451532005,40.82778033207,83189443.36,448590489.94
2022-11-01,41.92119144064643,42.34712722483106,41.14292804455399,41.14292804455399,71696859.02,451996444.42
2022-10-31,41.98557051566973,42.659698199167146,41.44212580717709,41.9277357513168,76960042.47,460561196.3
2022-10-30,42.9110332808584,43.57529604995525,41.62728646550001,41.989741584806474,71403456.44,461185178.05
2022-10-29,42.46433686904225,43.920701981500045,42.44967817735564,42.91156247357638,82782004.95,471251305.81
2022-10-28,41.40897706121672,42.5587217154873,41.20453731806457,42.45888625623355,74132325.01,466222178.14
2022-10-27,42.08884722197191,43.384663153723864,41.31459671904646,41.40968106994097,81748207.49,454645598.87
2022-10-26,41.4049637424816,42.645701851218455,41.20059620803051,42.09204436263813,84933078.83,462079511.45
2022-10-25,40.1178412465498,41.88672359674632,39.789810580483774,41.40940880049563,82251708.57,454340960.22
2022-10-24,41.69790547921697,41.870685957129005,39.878287663206066,40.12607223343191,71536702.88,440205991.55
2022-10-23,40.83022465430151,41.830370538432696,40.11593233368983,41.68736238572648,66090369.83,457276794.03
2022-10-22,40.62166097695194,41.145927579560535,40.145774595673615,40.82582925918055,60133575.56,447770821.3
2022-10-21,39.747548351736214,40.86205276627579,38.83298165800713,40.62093712868667,64054059.74,445468432.13
2022-10-20,39.71802675324865,40.62103230059481,39.421187571973206,39.74996340765246,48927686.45,435862443.58
2022-10-19,40.7242609986986,40.83365250612779,39.67631222793437,39.72044761473567,60396707.81,435485152.43
2022-10-18,41.5207276434698,41.74206536689383,40.24235194083008,40.72203319056649,59352036.56,446410478.16
2022-10-17,41.77635197804186,41.832808648617956,41.03486997004499,41.52258827511633,59460736.33,455130077.4
2022-10-16,40.52108950695559,42.06750174963491,40.5192619480507,41.77898751216194,56720797.03,457883569.96
2022-10-15,40.20572487374048,41.10807530967175,40.08535256557943,40.52384494776167,57294299.93,444072193.94
2022-10-14,40.412557312418684,41.61539103567675,39.79081935123335,40.20672717685603,62815186.85,440542160.21
2022-10-13,41.79184168486445,41.79509733680894,38.52930812251246,40.41489940888274,80232185.96,442768301.65
2022-10-12,41.24238448640109,42.387547406392294,41.23265665860534,41.79747226760171,58903086.15,457858350.04
2022-10-11,42.012267379395475,42.012267379395475,40.7509055326927,41.2388902373,63931806.4,451683210.61
2022-10-10,42.95663222155983,43.439507880979995,42.0012098537742,42.0012098537742,61569885.99,459974589.42
2022-10-09,42.31608533148681,43.09285333071564,42.23305715076767,42.95469124599832,52863460.41,470359164.67
2022-10-08,42.28625838316321,42.858133269523066,41.95910308707326,42.31620839199759,53744027.12,463309703.33
2022-10-07,42.11283272147837,42.39678471989005,41.42587635877701,42.28954587007256,55724578.43,462960349.07
2022-10-06,42.13632236970493,42.74931413390134,42.048690543168554,42.11425968862797,63683329.98,460984122.47
2022-10-05,42.337670117719604,42.583028580628195,41.382378864122074,42.13587911473832,74077187.94,461162706.79
2022-10-04,41.287789958216145,42.70282003949225,41.130309779735846,42.33963896040001,59040077.42,463335497.93
2022-10-03,39.91386255632145,41.30219558922647,39.63168301285853,41.29061198433017,63158451.0,451798882.69
2022-10-02,41.787791696742445,41.94000082548907,39.84444966948043,39.91800101359552,57208106.81,436725760.13
2022-10-01,41.92371253564924,42.44383299266607,41.73850237437537,41.78688409525319,50601579.2,457115139.92
2022-09-30,42.26421195370597,42.783602457687074,41.61908887428339,41.92342746625189,66485119.14,458552401.07
2022-09-29,41.294367126965305,42.28803019276003,40.80406244955541,42.26393955659012,64892923.62,462219580.19
2022-09-28,41.6272148473519,41.806391987187176,40.02577414682473,41.29688784829287,69103866.37,451586101.65
2022-09-27,41.63671970791034,43.63873545482308,41.234618198304744,41.63496183969421,74654582.99,455227159.68
2022-09-26,41.209243610868604,41.716852722380516,40.37702391931707,41.635657029623744,74467402.66,455178112.31
2022-09-25,41.681580465012104,42.330481697902925,40.88737012977637,41.21043530883738,59478756.71,450285939.91
2022-09-24,42.11582516435779,42.6669977910466,41.594480063058555,41.67563043250471,61107502.8,455312296.62
2022-09-23,41.94746644845274,42.81523626490753,40.76413388011455,42.117353361845915,81858281.42,460080775.02
2022-09-22,39.91634536321862,42.08596382183797,39.63253867743586,41.946347462431476,72356202.94,458155255.42
2022-09-21,40.70210864500496,42.57427498360402,39.402730958765,39.93122955741774,87798974.71,436090979.62
2022-09-20,40.848564065523554,41.460123638741415,40.21278814163009,40.70450934238593,68464682.42,444480322.04
2022-09-19,40.291616062229195,40.981181109621765,39.35985364962134,40.84772458373856,79948680.68,445988915.45
2022-09-18,44.58598331266389,44.586849353780245,40.277750460755705,40.291858427163675,83731519.1,439864965.52
2022-09-17,43.73993227058261,44.71056870975002,43.73993227058261,44.59161080848812,64818156.67,486744048.37
2022-09-16,43.853577246992195,44.40106337902862,42.91998843243405,43.73511991561933,73861138.2,477252540.67
2022-09-15,45.611681937662816,45.65008642801615,43.531334006957096,43.855703416940834,111229237.81,478568388.95
2022-09-14,43.86333027110019,45.72700728688191,43.78240360285623,45.612788685680094,100682198.76,497705089.43
2022-09-13,47.1225579120244,48.06781367488038,43.60485118807091,44.59728326938779,122946350.24,486565008.05
2022-09-12,48.310531703523694,49.77886680984047,47.03761499513162,47.12207530241193,121566976.98,514045341.88
2022-09-11,48.836050764592294,48.998553460414506,47.34381778185771,48.31036138543053,90232466.48,526942027.94
2022-09-10,48.970672758251396,50.057076566009854,48.63081155694639,48.83813338798574,92012137.06,532632096.27
2022-09-09,46.28838621017177,49.40908527504028,46.26732132522813,48.96884732914522,89067673.34,533990680.47
2022-09-08,45.05868198560399,46.424398101960634,44.4169341847179,46.29133574222256,70041527.18,504730001.79
2022-09-07,42.9133065871706,45.575631334985715,42.47878896118967,45.06305726237635,66682330.36,491276580.96
2022-09-06,47.602722142272285,48.757272359998005,42.90928810102896,42.91618593302743,77733424.99,467813467.46
2022-09-05,47.56271643688328,48.35153842520876,46.5221127649151,47.596392700356304,62796195.64,518765438.15
2022-09-04,46.71997423337286,47.5737061043661,46.159653537617395,47.56206464913663,57342220.35,518326930.97
2022-09-03,45.694625806947435,46.8061627081746,45.36772327363841,46.72111830550807,66914192.16,509098111.56
2022-09-02,44.73903080686495,46.353481361311154,44.34539167695524,45.69874211872239,65641761.63,497894899.24
2022-09-01,44.614343924466084,44.821280806248964,43.37977882736044,44.74165687260147,69180947.93,487406766.2
2022-08-31,45.63429151028892,46.33140037499316,44.48899764596591,44.61613798222895,75018420.7,485978351.71
2022-08-30,47.472039584804605,48.15014783297047,45.28209255259043,45.6430160744791,77588396.73,497102588.43
2022-08-29,44.22897110317761,47.51388748065513,43.98073506822499,47.47158011280476,89153906.18,516952481.84
2022-08-28,45.16461130306445,45.9412929373013,44.23637491170273,44.23980792918792,76779866.97,481698957.88
2022-08-27,44.25468510400081,45.25733242683693,43.956350948858535,45.17108190469236,82386722.04,491777096.19
2022-08-26,49.244358800648044,49.244358800648044,44.046959083070625,44.25126944144477,115757113.55,481500557.52
2022-08-25,49.27077095427237,50.115455064501425,48.82732052406999,49.2473947685804,96749149.75,535796429.12
2022-08-24,48.53709436667989,50.47952054375338,47.40605198682823,49.27389929830432,108608415.29,536018362.19
2022-08-23,47.251759036413205,48.73445705806427,45.83766248548897,48.538738050068176,105331417.38,527954261.23
2022-08-22,46.86685037998574,47.25275615566655,44.446767196433925,47.24947132768274,84102510.55,513866545.43
2022-08-21,45.677771506543365,47.448466189907236,45.52035798394435,46.87895236924544,69130698.41,509773262.21
2022-08-20,44.90043974645685,46.269040930763516,44.68349108503501,45.67910341334751,73274378.38,496663318.76
2022-08-19,50.40895027713862,50.422110283317465,44.645993274212564,44.90736637068621,104447543.6,488211104.52
2022-08-18,52.96183044558753,54.1619929632954,50.40008159172399,50.40663122025935,98857421.42,547927235.63
2022-08-17,52.583919489902314,55.12614890856408,51.91606352165053,52.94800817839587,93542699.88,575480192.44
2022-08-16,53.24854896616307,53.65137453435241,52.15764497294781,52.57204496922354,89115612.21,571322666.13
2022-08-15,55.08909419824812,56.78606663224602,52.650360310622915,53.23708031262175,89349920.07,578477986.06
2022-08-14,57.00477245739268,58.02127351248384,54.77037306499275,55.08796253529146,85146811.64,598514992.62
2022-08-13,56.183970213224725,57.45492178283531,55.74049537747824,56.97525949450547,93943077.4,618942274.7
2022-08-12,55.6390875948697,56.3596583482391,54.2618128075304,56.18747601302531,88579800.6,610308698.49
2022-08-11,54.52043791136569,56.940869870922086,54.52043791136569,55.64362059847428,98480841.8,604325076.82
2022-08-10,52.947054408620126,54.97789086302762,51.42808222364133,54.51747843191792,104278171.91,592020011.01
2022-08-09,56.06305005799336,57.92353451722784,52.35616308401261,52.95336586055891,119239905.42,574962843.48
2022-08-08,53.36345937097713,56.059404145618444,53.340572280739174,56.059404145618444,105828584.42,608605377.71
2022-08-07,52.56550846374328,54.51826469821904,52.04000679102935,53.35911757581848,96833693.08,579223526.12
2022-08-06,52.22927904774595,53.38366586173883,51.77570496823417,52.55639909530699,82460408.38,570432080.26
2022-08-05,49.38006627261354,52.2374555121407,49.36063790711691,52.231725903171146,103059595.38,566843341.47
2022-08-04,48.71803286484969,50.3193999451266,48.638970043757276,49.39675344978224,82918547.7,536009060.07
2022-08-03,48.687573527474655,50.386790393598204,47.345309980112795,48.71226886943769,88193802.67,528515736.96
2022-08-02,49.662932879360625,50.079030193325345,47.39193597280891,48.689088956657166,98997477.3,528197632.34
2022-08-01,51.15203215190763,52.4427873962901,48.77615199764117,49.666952199327696,68698739.15,538731986.18
2022-07-31,50.67053069189901,53.79694008856575,50.556217129689315,51.15250229787045,101619996.12,554782986.31
2022-07-30,50.8741352032158,53.411705507299914,50.44490582799807,50.67215111884355,102974476.83,549502927.89
2022-07-29,52.43203566212996,54.350987135869936,50.184279037620655,50.88391822350025,107068198.2,551729904.89
2022-07-28,48.0317256875405,53.37276862370356,47.72096582979424,52.426434734034544,116295117.3,568384990.55
2022-07-27,43.97296727594037,48.03185919160232,43.04439622927131,48.03185919160232,100259520.55,520674455.24
2022-07-26,45.46471167112804,45.46471167112804,42.6757486242442,43.96875434774757,83000651.39,476381618.66
2022-07-25,49.002285726756014,49.234328930248964,45.464919988467116,45.464919988467116,84750171.44,492530153.11
2022-07-24,47.78145596018231,49.96263779588377,47.7249292163824,49.02143770914793,76395174.92,530991646.98
2022-07-23,48.490165987005206,50.17365776602358,46.86063348656046,47.7817906626573,90720699.28,517498877.25
2022-07-22,48.131675247870895,50.702705118130076,47.933184401986985,48.49982716667959,100047355.72,525209315.56
2022-07-21,47.225817888015726,48.39248213959257,45.721849449552884,48.13213462316709,124888213.39,521162169.82
2022-07-20,50.18801849594779,50.78593767731092,47.04815845491495,47.2255855043197,135156628.58,511281335.44
2022-07-19,49.022915507279215,50.742097292129245,47.531259446771486,50.1934972544465,160525460.46,543344483.95
2022-07-18,46.05393417258584,49.54918683325198,46.04934215688153,49.04490286488714,118573182.61,530844467.25
2022-07-17,44.83588333063005,46.98827477107551,44.21852517566039,46.05518544312322,84645020.76,498422403.98
2022-07-16,43.34600963528748,44.957433438978434,42.20314146593085,44.83387923140995,70392979.85,485143409.52
2022-07-15,43.6569098170171,44.695332414885,43.1631186705828,43.34663182974873,83749408.52,468991170.58
2022-07-14,42.44008704169847,43.739635159265596,40.76541064647112,43.65801843656969,105713316.71,472300943.01
2022-07-13,40.028763546655554,42.4421854957326,39.74410656448752,42.4421854957326,121467826.8,459090186.43
2022-07-12,41.57580532256254,42.090270570780945,39.99917871170488,40.027169303613555,91099308.04,432913388.69
2022-07-11,45.214274761753906,45.214274761753906,41.51335427577213,41.576736196806046,73855954.35,449615939.65
2022-07-10,47.87313738607651,47.87313738607651,45.027102485324626,45.213155745467915,75342740.89,488879561.94
2022-07-09,45.95117624153288,48.10902295222256,45.87040947385756,47.87253419340926,73384870.97,517569205.33
2022-07-08,46.0631916168256,47.08136751471416,45.084607728358385,45.94747065396109,86336976.84,496694398.85
2022-07-07,44.266097929008865,46.287894104014335,43.80288628133402,46.06389013418433,80762660.94,497890454.91
2022-07-06,43.20471397980008,44.62151362240832,42.56196954635283,44.264310418529064,71855229.73,478378904.82
2022-07-05,44.34041457091599,44.7570933446811,41.99130210925049,43.19670549938423,77497197.58,466782392.32
2022-07-04,42.778726313378186,44.431227120133336,41.680664442151595,44.35005791407899,73373818.38,479184704.58
2022-07-03,42.89371339175334,43.39169267592047,41.62914894447103,42.774488571408725,68405558.12,462103746.1
2022-07-02,41.750956391436226,43.23225340352639,40.92967636980339,42.893363249515616,67826133.82,463329086.59
2022-07-01,42.30600785599018,43.17200010067182,40.963184261165964,41.732593956459404,90958223.28,450733812.32
2022-06-30,44.5323188465773,44.82226977376749,40.630345372368126,42.27497398890805,91401378.28,456533966.24
2022-06-29,46.30749403343266,46.91953131907638,44.42755841335439,44.52814437829063,84412295.69,480806492.33
2022-06-28,49.22066161645375,49.78356365854302,46.03303456338341,46.30691995982264,77742008.95,499950487.4
2022-06-27,49.4370698873117,51.56661190816087,48.89396451563799,49.22492200692759,76361798.56,531386605.82
2022-06-26,52.30030269048577,53.16400292063266,49.42828544103746,49.439103504614856,77975045.88,533404125.92
2022-06-25,51.807878551875206,52.72121219310252,49.88575838435593,52.30755069825547,84829117.35,564281872.24
2022-06-24,48.6845872614451,52.49391360062486,48.636776060930856,51.815823733882084,91295722.93,558906735.12
2022-06-23,45.283456855574045,48.77478194079556,45.283456855574045,48.68929763946198,85846213.77,525116617.51
2022-06-22,47.0375770621438,47.10511949373423,44.73574222560428,45.28447448612517,81995979.67,488333809.1
2022-06-21,45.40815947059424,48.37434744069865,44.83303585602013,47.028826704108965,97917497.33,507079677.45
2022-06-20,44.28133425040272,46.074952021291416,43.3041298017088,45.41364097369553,95184662.58,489602332.66
2022-06-19,41.67179083101316,45.0190197610808,40.09951593405125,44.28667961980297,89874365.59,477392470.0
2022-06-18,43.652954661470446,44.193286424185395,38.87628730671002,41.68637359897766,90935203.25,449305299.43
2022-06-17,41.80363116519484,44.14647209716749,41.68841380508989,43.66711023709777,85801987.52,470594503.8
2022-06-16,45.811519344948934,46.20622458436821,41.372325491900675,41.79122921844778,89445833.53,450322050.09
2022-06-15,43.63246490631212,45.80719957745606,38.83545399795391,45.80719957745606,118646348.02,493533194.34
2022-06-14,42.34068483790612,44.06384325840144,39.31220404584638,43.65364642350201,121263109.77,470270899.34
2022-06-13,46.418140936478416,46.418140936478416,39.94131783432358,42.31342038550574,163338508.93,455775270.32
2022-06-12,49.12209518533936,49.539285043719865,45.88161127566469,46.427765490740526,127433887.56,500024441.07
2022-06-11,54.023653273505666,54.59199563160441,49.0450160701893,49.13012140292255,121686371.66,529066706.23
2022-06-10,57.77329884191887,57.885545470185676,53.63164112525766,54.02075033036742,114686033.97,581653196.41
2022-06-09,58.109684759649845,58.52220976208508,57.42869733970035,57.77862435095524,88571397.27,622042756.61
2022-06-08,58.52322847736689,59.144695771070985,57.61636232345144,58.10712116662539,101254056.07,625499849.78
2022-06-07,60.10846013116209,60.69902202892628,56.37601137860419,58.5310019307722,125969370.99,629982538.02
2022-06-06,58.64879066933261,61.87065562116018,58.605189611957016,60.108054960421114,111776347.26,646875838.46
2022-06-05,58.72279751529941,59.18726351396618,57.90171868261998,58.64399960214769,91914026.23,631040495.94
2022-06-04,58.23337834051752,59.07841057692079,57.40176345329369,58.72282269245659,94760300.21,631808339.16
2022-06-03,59.93003498749833,59.95496162778556,56.608169680304236,58.22598216686106,118374817.8,626382517.07
2022-06-02,59.552963037895985,60.139773202417956,58.25385624223186,59.93177407304235,119982856.72,644645564.28
2022-06-01,64.578290825055,67.53689037233303,58.93282104066586,59.57774677439076,157018609.64,640749598.33
2022-05-31,63.114347419787336,65.05997271531842,60.8209562721069,64.58025482344196,139605547.21,694456531.75
2022-05-30,57.79069272192841,63.20782567737578,57.49141250573097,63.1160099709591,133297245.74,678618459.11
2022-05-29,56.64867656326782,57.81454652633989,55.38244351837796,57.79063941410291,101892088.27,621274881.0
2022-05-28,55.42918421580503,56.932026034308,54.4448142975707,56.649501648482875,109582934.17,608918071.74
2022-05-27,58.53137371283975,58.77817383766979,54.48292380148533,54.89859996402751,131852424.06,589769799.7
2022-05-26,62.16806290038557,63.283324177046914,56.69509750172019,58.57225894324186,139869690.76,629148291.86
2022-05-25,62.301241664936875,63.97188891746538,61.18475670576802,62.15541720160741,137583431.93,667546535.24
2022-05-24,59.78588721914355,62.35220499341639,58.81098553866281,62.303507533976585,134015812.34,669045229.2
2022-05-23,61.60014691161433,64.59944643339607,59.61960050009976,59.78089070645001,150492906.38,641868555.33
2022-05-22,57.09887987554274,61.69336181507503,56.779961129077684,61.6116770136522,127402816.45,661435301.99
2022-05-21,57.5399185276526,57.98916527437292,56.193983869931884,57.09334052498684,120287221.46,612844662.04
2022-05-20,58.523250070032695,59.98278560092017,56.09822009080252,57.545323118382925,135094689.51,617590670.79
2022-05-19,55.73288766454637,58.97130363645156,54.13706326095813,58.5308412437593,137991570.27,628102900.17
2022-05-18,60.233460697503446,61.22869327273602,55.73223023655767,55.73716799354878,137799656.05,598041622.93
2022-05-17,57.79171378963253,60.91083358260942,57.0703573138179,60.231045814593756,130186078.53,646170890.12
2022-05-16,62.89494247192146,62.94292700800122,56.08470686428606,57.78485022047881,153128236.43,619843227.64
2022-05-15,61.145672436223,62.90687206272574,59.10217072951706,62.88517772062265,160866440.91,674461998.25
2022-05-14,58.1400633157041,61.27397703048852,55.57396899318194,61.162587506710565,139950185.67,655896930.99
2022-05-13,54.05184149658342,62.34361004235488,53.10007512816546,58.136002507667975,176757469.52,623354555.06
2022-05-12,57.91530884552703,60.97773022235257,45.9270147484224,54.081822387735144,311711217.02,579804810.92
2022-05-11,73.36089777622664,74.49949562979248,54.59023980151455,57.90375940619633,362426528.65,620694657.45
2022-05-10,70.8816362951793,78.75382496837989,69.093597082903,73.38912849301572,273717448.19,786581481.04
2022-05-09,82.96753947257997,85.20136121027063,70.95471186792577,70.95471186792577,244725149.5,760384023.95
2022-05-08,83.69342481527882,85.22783161514543,80.60802623420523,82.97067273231428,159422266.58,889031578.2
2022-05-07,87.7152649739257,87.74307010918238,82.26542868507369,83.69431682293565,140865185.41,896663024.19
2022-05-06,87.64841595354339,88.00426627028628,85.25123334404319,87.7098625739615,166893656.67,939555921.63
2022-05-05,95.79183937404638,97.37286929990678,85.8831762760365,87.65109997635965,182740178.67,938797082.86
2022-05-04,88.20248386003547,95.79582172691546,88.07674854189355,95.7902427879417,158763057.46,1025832456.39
2022-05-03,89.33960075748534,90.62467106343986,86.88267257718606,88.20582954665251,134007277.56,944479620.11
2022-05-02,90.14225124016073,90.89107426776802,86.87677460997244,89.3439342773852,138572850.86,956536126.59
2022-05-01,85.07896828445156,90.39028022205947,84.62886619301152,90.14916733377495,160295250.19,965023351.64
2022-04-30,92.22038924717087,94.32215931328997,84.36961043129146,85.08344195678119,171839373.36,910672553.52
2022-04-29,96.55318507677855,99.18761156697637,91.15556958114003,92.26946257200406,174355113.93,987451650.01
2022-04-28,95.61793645953556,99.44952483888191,94.94127047202332,96.56824272016169,176416279.18,1033312620.11
2022-04-27,93.27569742624365,96.24988136899076,92.94134359930861,95.61713918560359,146975192.79,1022997184.33
2022-04-26,99.61645669656396,101.17164715832979,92.62514477472034,93.27016486568611,166228289.26,997308505.56
2022-04-25,100.08121031823059,100.11759518561516,93.75391438622773,99.63310269864833,190375614.34,1065209285.25
2022-04-24,102.15556619281529,102.39522970952878,99.3879185005601,100.07998824484504,136802622.29,1069843121.37
2022-04-23,103.72856002472048,104.29547697907331,101.75429872472753,102.1765685305341,134182951.91,1092092737.83
2022-04-22,102.27592768597465,105.8820723959852,101.65485700788244,103.73295420518036,179330824.51,1108589182.91
2022-04-21,107.10328631562744,109.64949516076125,101.11080194501415,102.28857488145042,201495334.53,1093003566.56
2022-04-20,109.59435674824857,109.59435674824857,105.5779565577092,107.11422833454083,165611617.81,1144411091.91
2022-04-19,108.58998509652511,110.47100058682804,106.27833779364387,109.60491333222592,172522652.21,1170860155.0
2022-04-18,104.69450727798214,108.64032172334765,101.42175112578535,108.58356139793439,187987245.02,1159791573.22
2022-04-17,108.48197910994584,109.64141022019197,104.43327296052206,104.7051626091239,156791379.94,1118211759.79
2022-04-16,109.18904966258057,110.24206643109166,106.98583302540267,108.49427801872326,149604114.55,1158517083.5
2022-04-15,106.62057093126225,110.52315181108678,106.20871596350655,109.19276213821135,207746764.36,1165815562.68
2022-04-14,105.61490901382115,107.58276281394859,101.88105923660339,106.62735607019684,177659505.37,1138271037.18
2022-04-13,102.32392088972873,106.77982290763276,101.38753018984079,105.63807511595951,176459520.96,1127556832.8
2022-04-12,100.6049007952844,105.08417685133708,100.05762747066585,102.33059150478213,172988606.73,1092101920.62
2022-04-11,111.78978912122389,112.0626362087658,99.25013814706652,100.5942317976031,229687072.02,1073422780.87
2022-04-10,114.78939935391894,115.52686349885121,111.07856635827252,111.83713347089486,166292185.48,1193230394.67
2022-04-09,110.80863335503479,117.13862397765804,110.80863335503479,114.79098757337427,210028830.68,1224580385.26
2022-04-08,116.90209327187398,117.74381908575108,109.29246608664515,110.82192134532855,209983339.93,1182073379.38
2022-04-07,114.07101808023317,117.5444661722868,112.20016049723749,116.88786488270526,196284497.32,1246605903.47
2022-04-06,127.25253733057671,127.26934443499567,114.03560518531673,114.03560518531673,302188335.08,1216017404.16
2022-04-05,133.1756952002782,136.0378521298843,127.23386339626744,127.25583512296572,265181555.35,1356805309.87
2022-04-04,132.65378003888247,134.04486689149073,126.31800663335446,133.16157896047469,318768922.69,1419577047.93
2022-04-03,127.2065451532512,134.01350507215304,125.16502393910845,132.6670949378837,256080682.25,1414111893.54
2022-04-02,128.1615411389666,131.21606253532747,126.82398674372244,127.2207258964263,252333525.54,1355873112.94
2022-04-01,127.0423957133151,130.3846406119825,122.60186512073139,128.1624125857146,271060308.47,1365717022.82
2022-03-31,132.73270599948853,136.73128910584077,126.14434895176399,127.02091406026766,316669945.56,1353369317.39
2022-03-30,130.45993476875563,136.09384780532557,127.66052614663523,132.73473932663248,303217272.83,1414052838.62
2022-03-29,127.54359433646236,135.47404446973346,127.54359433646236,130.46147732023348,305371886.46,1389642366.54
2022-03-28,132.91873021094113,137.35694219910692,127.42547890519441,127.58899682680193,342837708.74,1358860540.14
2022-03-27,128.0937466600064,132.91367432932964,125.68628539589182,132.91367432932964,240315656.29,1414730677.02
2022-03-26,126.28465534228243,131.27951247551766,125.91167979958205,128.08485067503727,296229548.06,1363143378.07
2022-03-25,130.19826577470425,132.09993182181697,122.9514419942053,126.28830314856911,327272851.2,1343837897.53
2022-03-24,129.74281104762068,133.4413077462157,124.21014396165066,130.1918471935921,418174239.4,1385184873.77
2022-03-23,130.67332280274363,137.49466383280634,127.00721518737679,129.744621289882,513591537.69,1380235087.39
2022-03-22,123.31835327552095,132.29326076478907,122.06555072324997,130.68311112459898,490442801.67,1390026646.16
2022-03-21,115.23188497580112,123.35654049694696,113.04393161009118,123.33520919150496,585329355.19,1311689748.32
